"","gvkey","sic2","category"
"13378",31096,59,"Retail Trade"
"13379",31097,38,"Manufacturing"
"13380",31099,79,"Services"
"13381",31100,36,"Manufacturing"
"13382",31101,13,"Mining"
"13383",31102,28,"Manufacturing"
"13384",31105,30,"Manufacturing"
"13385",31108,65,"Finance, Insurance, Real Estate"
"13386",31109,NA,NA
"13387",31110,26,"Manufacturing"
"13388",31112,28,"Manufacturing"
"13389",31114,NA,NA
"13390",31120,13,"Mining"
"13391",31122,82,"Services"
"13392",31125,33,"Manufacturing"
"13393",31126,NA,NA
"13394",31127,50,"Wholesale Trade"
"13395",31129,73,"Services"
"13396",31130,80,"Services"
"13397",31131,73,"Services"
"13398",31132,NA,NA
"13399",31133,NA,NA
"13400",31134,80,"Services"
"13401",31135,NA,NA
"13402",31136,NA,NA
"13403",31137,48,"Transportation & Public Utilities"
"13404",31140,73,"Services"
"13405",31142,36,"Manufacturing"
"13406",31143,73,"Services"
"13407",31144,73,"Services"
"13408",31146,NA,NA
"13409",31147,36,"Manufacturing"
"13410",31149,NA,NA
"13411",31150,67,"Finance, Insurance, Real Estate"
"13412",31151,NA,NA
"13413",31152,NA,NA
"13414",31154,35,"Manufacturing"
"13415",31156,NA,NA
"13416",31159,72,"Services"
"13417",31162,48,"Transportation & Public Utilities"
"13418",31165,48,"Transportation & Public Utilities"
"13419",31166,38,"Manufacturing"
"13420",31167,36,"Manufacturing"
"13421",31168,35,"Manufacturing"
"13422",31170,33,"Manufacturing"
"13423",31172,65,"Finance, Insurance, Real Estate"
"13424",31173,10,"Mining"
"13425",31176,NA,NA
"13426",31177,NA,NA
"13427",31178,NA,NA
"13428",31183,NA,NA
"13429",31186,73,"Services"
"13430",31187,73,"Services"
"13431",31189,79,"Services"
"13432",31190,37,"Manufacturing"
"13433",31193,73,"Services"
"13434",31194,73,"Services"
"13435",31195,24,"Manufacturing"
"13436",31196,NA,NA
"13437",31197,NA,NA
"13438",31198,NA,NA
"13439",31199,NA,NA
"13440",31200,73,"Services"
"13441",31201,48,"Transportation & Public Utilities"
"13442",31203,NA,NA
"13443",31204,38,"Manufacturing"
"13444",31205,20,"Manufacturing"
"13445",31206,NA,NA
"13446",31208,NA,NA
"13447",31209,NA,NA
"13448",31214,50,"Wholesale Trade"
"13449",31215,57,"Retail Trade"
"13450",31217,73,"Services"
"13451",31218,60,"Finance, Insurance, Real Estate"
"13452",31223,80,"Services"
"13453",31224,82,"Services"
"13454",31227,59,"Retail Trade"
"13455",31229,28,"Manufacturing"
"13456",31230,59,"Retail Trade"
"13457",31231,NA,NA
"13458",31232,67,"Finance, Insurance, Real Estate"
"13459",31234,48,"Transportation & Public Utilities"
"13460",31236,NA,NA
"13461",31237,NA,NA
"13462",31239,48,"Transportation & Public Utilities"
"13463",31240,35,"Manufacturing"
"13464",31241,61,"Finance, Insurance, Real Estate"
"13465",31242,NA,NA
"13466",31247,10,"Mining"
"13467",31248,NA,NA
"13468",31249,NA,NA
"13469",31251,67,"Finance, Insurance, Real Estate"
"13470",31252,NA,NA
"13471",31254,NA,NA
"13472",31255,36,"Manufacturing"
"13473",31256,35,"Manufacturing"
"13474",31258,61,"Finance, Insurance, Real Estate"
"13475",31264,NA,NA
"13476",31265,60,"Finance, Insurance, Real Estate"
"13477",31266,NA,NA
"13478",31267,NA,NA
"13479",31270,60,"Finance, Insurance, Real Estate"
"13480",31272,48,"Transportation & Public Utilities"
"13481",31276,NA,NA
"13482",31279,26,"Manufacturing"
"13483",31280,70,"Services"
"13484",31285,36,"Manufacturing"
"13485",31286,13,"Mining"
"13486",31289,NA,NA
"13487",31290,NA,NA
"13488",31291,NA,NA
"13489",31292,35,"Manufacturing"
"13490",31294,28,"Manufacturing"
"13491",31295,NA,NA
"13492",31297,NA,NA
"13493",31300,38,"Manufacturing"
"13494",31301,28,"Manufacturing"
"13495",31302,NA,NA
"13496",31303,NA,NA
"13497",31304,NA,NA
"13498",31306,NA,NA
"13499",31307,NA,NA
"13500",31315,NA,NA
"13501",31317,82,"Services"
"13502",31319,28,"Manufacturing"
"13503",31326,NA,NA
"13504",31328,99,"Public Administration"
"13505",31331,NA,NA
"13506",31335,NA,NA
"13507",31336,60,"Finance, Insurance, Real Estate"
"13508",31337,30,"Manufacturing"
"13509",31338,NA,NA
"13510",31339,79,"Services"
"13511",31343,28,"Manufacturing"
"13512",31348,38,"Manufacturing"
"13513",31351,NA,NA
"13514",31352,26,"Manufacturing"
"13515",31354,NA,NA
"13516",31355,NA,NA
"13517",31358,60,"Finance, Insurance, Real Estate"
"13518",31360,60,"Finance, Insurance, Real Estate"
"13519",31364,NA,NA
"13520",31366,49,"Transportation & Public Utilities"
"13521",31367,NA,NA
"13522",31368,NA,NA
"13523",31370,NA,NA
"13524",31372,51,"Wholesale Trade"
"13525",31373,61,"Finance, Insurance, Real Estate"
"13526",31375,65,"Finance, Insurance, Real Estate"
"13527",31379,50,"Wholesale Trade"
"13528",31380,NA,NA
"13529",31381,73,"Services"
"13530",31382,NA,NA
"13531",31384,NA,NA
"13532",31385,60,"Finance, Insurance, Real Estate"
"13533",31386,NA,NA
"13534",31389,73,"Services"
"13535",31391,NA,NA
"13536",31392,54,"Retail Trade"
"13537",31394,62,"Finance, Insurance, Real Estate"
"13538",31395,NA,NA
"13539",31398,61,"Finance, Insurance, Real Estate"
"13540",31399,NA,NA
"13541",31401,99,"Public Administration"
"13542",31402,73,"Services"
"13543",31403,51,"Wholesale Trade"
"13544",31405,28,"Manufacturing"
"13545",31417,NA,NA
"13546",31418,28,"Manufacturing"
"13547",31419,79,"Services"
"13548",31421,NA,NA
"13549",31422,NA,NA
"13550",31423,73,"Services"
"13551",31424,35,"Manufacturing"
"13552",31426,NA,NA
"13553",31427,20,"Manufacturing"
"13554",31430,37,"Manufacturing"
"13555",31432,NA,NA
"13556",31433,NA,NA
"13557",31441,13,"Mining"
"13558",31442,46,"Transportation & Public Utilities"
"13559",31448,48,"Transportation & Public Utilities"
"13560",31449,NA,NA
"13561",31450,50,"Wholesale Trade"
"13562",31453,59,"Retail Trade"
"13563",31454,49,"Transportation & Public Utilities"
"13564",31455,36,"Manufacturing"
"13565",31456,58,"Retail Trade"
"13566",31457,73,"Services"
"13567",31458,NA,NA
"13568",31459,28,"Manufacturing"
"13569",31460,73,"Services"
"13570",31462,NA,NA
"13571",31463,NA,NA
"13572",31464,39,"Manufacturing"
"13573",31465,38,"Manufacturing"
"13574",31466,NA,NA
"13575",31467,51,"Wholesale Trade"
"13576",31468,38,"Manufacturing"
"13577",31469,13,"Mining"
"13578",31470,NA,NA
"13579",31471,NA,NA
"13580",31474,35,"Manufacturing"
"13581",31475,79,"Services"
"13582",31476,NA,NA
"13583",31477,35,"Manufacturing"
"13584",31479,30,"Manufacturing"
"13585",31483,35,"Manufacturing"
"13586",31484,28,"Manufacturing"
"13587",31488,36,"Manufacturing"
"13588",31489,NA,NA
"13589",31494,36,"Manufacturing"
"13590",31495,NA,NA
"13591",31497,59,"Retail Trade"
"13592",31499,36,"Manufacturing"
"13593",31500,35,"Manufacturing"
"13594",31501,NA,NA
"13595",31502,73,"Services"
"13596",31503,48,"Transportation & Public Utilities"
"13597",31504,78,"Services"
"13598",31505,NA,NA
"13599",31507,NA,NA
"13600",31508,NA,NA
"13601",31509,99,"Public Administration"
"13602",31510,NA,NA
"13603",31511,36,"Manufacturing"
"13604",31512,49,"Transportation & Public Utilities"
"13605",31515,73,"Services"
"13606",31516,49,"Transportation & Public Utilities"
"13607",31517,73,"Services"
"13608",31518,35,"Manufacturing"
"13609",31519,10,"Mining"
"13610",31520,36,"Manufacturing"
"13611",31521,62,"Finance, Insurance, Real Estate"
"13612",31522,NA,NA
"13613",31524,39,"Manufacturing"
"13614",31525,48,"Transportation & Public Utilities"
"13615",31526,28,"Manufacturing"
"13616",31528,17,"Construction"
"13617",31530,36,"Manufacturing"
"13618",31532,35,"Manufacturing"
"13619",31533,NA,NA
"13620",31534,38,"Manufacturing"
"13621",31535,NA,NA
"13622",31536,NA,NA
"13623",31537,59,"Retail Trade"
"13624",31539,87,"Services"
"13625",31541,NA,NA
"13626",31542,28,"Manufacturing"
"13627",31543,42,"Transportation & Public Utilities"
"13628",31545,NA,NA
"13629",31546,NA,NA
"13630",31548,73,"Services"
"13631",31549,80,"Services"
"13632",31550,NA,NA
"13633",31551,50,"Wholesale Trade"
"13634",31553,NA,NA
"13635",31554,39,"Manufacturing"
"13636",31557,72,"Services"
"13637",31559,28,"Manufacturing"
"13638",31560,79,"Services"
"13639",31562,10,"Mining"
"13640",31563,35,"Manufacturing"
"13641",31564,73,"Services"
"13642",31565,NA,NA
"13643",31566,NA,NA
"13644",31567,37,"Manufacturing"
"13645",31568,73,"Services"
"13646",31570,73,"Services"
"13647",31571,73,"Services"
"13648",31573,78,"Services"
"13649",31574,NA,NA
"13650",31575,27,"Manufacturing"
"13651",31576,NA,NA
"13652",31578,36,"Manufacturing"
"13653",31579,73,"Services"
"13654",31581,NA,NA
"13655",31584,NA,NA
"13656",31585,60,"Finance, Insurance, Real Estate"
"13657",31586,36,"Manufacturing"
"13658",31587,53,"Retail Trade"
"13659",31588,36,"Manufacturing"
"13660",31589,42,"Transportation & Public Utilities"
"13661",31590,20,"Manufacturing"
"13662",31591,35,"Manufacturing"
"13663",31592,99,"Public Administration"
"13664",31593,NA,NA
"13665",31594,16,"Construction"
"13666",31595,NA,NA
"13667",31596,49,"Transportation & Public Utilities"
"13668",31597,48,"Transportation & Public Utilities"
"13669",31599,27,"Manufacturing"
"13670",31600,33,"Manufacturing"
"13671",31602,10,"Mining"
"13672",31604,NA,NA
"13673",31606,60,"Finance, Insurance, Real Estate"
"13674",31607,73,"Services"
"13675",31611,36,"Manufacturing"
"13676",31612,NA,NA
"13677",31614,87,"Services"
"13678",31615,48,"Transportation & Public Utilities"
"13679",31616,73,"Services"
"13680",31617,NA,NA
"13681",31618,73,"Services"
"13682",31619,35,"Manufacturing"
"13683",31620,36,"Manufacturing"
"13684",31621,99,"Public Administration"
"13685",31622,73,"Services"
"13686",31624,NA,NA
"13687",31625,13,"Mining"
"13688",31626,51,"Wholesale Trade"
"13689",31627,NA,NA
"13690",31628,28,"Manufacturing"
"13691",31629,65,"Finance, Insurance, Real Estate"
"13692",31630,73,"Services"
"13693",31631,NA,NA
"13694",31632,NA,NA
"13695",31634,70,"Services"
"13696",31635,38,"Manufacturing"
"13697",31636,30,"Manufacturing"
"13698",31638,NA,NA
"13699",31642,73,"Services"
"13700",31643,63,"Finance, Insurance, Real Estate"
"13701",31651,NA,NA
"13702",31653,NA,NA
"13703",31656,28,"Manufacturing"
"13704",31657,28,"Manufacturing"
"13705",31659,60,"Finance, Insurance, Real Estate"
"13706",31660,73,"Services"
"13707",31661,36,"Manufacturing"
"13708",31662,NA,NA
"13709",31663,NA,NA
"13710",31666,36,"Manufacturing"
"13711",31667,48,"Transportation & Public Utilities"
"13712",31669,NA,NA
"13713",31672,NA,NA
"13714",31673,51,"Wholesale Trade"
"13715",31674,59,"Retail Trade"
"13716",31675,NA,NA
"13717",31676,44,"Transportation & Public Utilities"
"13718",31677,87,"Services"
"13719",31679,NA,NA
"13720",31681,26,"Manufacturing"
"13721",31682,61,"Finance, Insurance, Real Estate"
"13722",31683,59,"Retail Trade"
"13723",31684,61,"Finance, Insurance, Real Estate"
"13724",31686,75,"Services"
"13725",31687,36,"Manufacturing"
"13726",31688,63,"Finance, Insurance, Real Estate"
"13727",31689,28,"Manufacturing"
"13728",31691,26,"Manufacturing"
"13729",31692,NA,NA
"13730",31693,51,"Wholesale Trade"
"13731",31694,NA,NA
"13732",31695,NA,NA
"13733",31697,59,"Retail Trade"
"13734",31700,58,"Retail Trade"
"13735",31702,NA,NA
"13736",31703,NA,NA
"13737",31704,73,"Services"
"13738",31705,73,"Services"
"13739",31706,38,"Manufacturing"
"13740",31707,63,"Finance, Insurance, Real Estate"
"13741",31712,NA,NA
"13742",31714,NA,NA
"13743",31716,NA,NA
"13744",31717,65,"Finance, Insurance, Real Estate"
"13745",31718,60,"Finance, Insurance, Real Estate"
"13746",31719,NA,NA
"13747",31720,73,"Services"
"13748",31722,35,"Manufacturing"
"13749",31723,33,"Manufacturing"
"13750",31724,NA,NA
"13751",31725,NA,NA
"13752",31726,NA,NA
"13753",31727,78,"Services"
"13754",31728,73,"Services"
"13755",31729,NA,NA
"13756",31732,30,"Manufacturing"
"13757",31733,23,"Manufacturing"
"13758",31734,NA,NA
"13759",31737,63,"Finance, Insurance, Real Estate"
"13760",31738,NA,NA
"13761",31739,NA,NA
"13762",31741,48,"Transportation & Public Utilities"
"13763",31742,73,"Services"
"13764",31743,36,"Manufacturing"
"13765",31744,NA,NA
"13766",31745,73,"Services"
"13767",31746,73,"Services"
"13768",31748,35,"Manufacturing"
"13769",31749,NA,NA
"13770",31750,15,"Construction"
"13771",31751,73,"Services"
"13772",31752,49,"Transportation & Public Utilities"
"13773",31754,73,"Services"
"13774",31755,33,"Manufacturing"
"13775",31756,NA,NA
"13776",31757,35,"Manufacturing"
"13777",31758,NA,NA
"13778",31759,64,"Finance, Insurance, Real Estate"
"13779",31760,35,"Manufacturing"
"13780",31761,28,"Manufacturing"
"13781",31762,48,"Transportation & Public Utilities"
"13782",31763,23,"Manufacturing"
"13783",31764,60,"Finance, Insurance, Real Estate"
"13784",31765,73,"Services"
"13785",31766,36,"Manufacturing"
"13786",31771,NA,NA
"13787",31772,35,"Manufacturing"
"13788",31774,NA,NA
"13789",31775,67,"Finance, Insurance, Real Estate"
"13790",31777,36,"Manufacturing"
"13791",31778,NA,NA
"13792",31779,59,"Retail Trade"
"13793",31780,NA,NA
"13794",31782,99,"Public Administration"
"13795",31784,59,"Retail Trade"
"13796",31786,80,"Services"
"13797",31788,79,"Services"
"13798",31789,NA,NA
"13799",31790,35,"Manufacturing"
"13800",31791,30,"Manufacturing"
"13801",31793,38,"Manufacturing"
"13802",31794,67,"Finance, Insurance, Real Estate"
"13803",31796,NA,NA
"13804",31802,NA,NA
"13805",31803,NA,NA
"13806",31804,99,"Public Administration"
"13807",31805,NA,NA
"13808",31806,NA,NA
"13809",31807,35,"Manufacturing"
"13810",31808,20,"Manufacturing"
"13811",31809,NA,NA
"13812",31810,87,"Services"
"13813",31811,58,"Retail Trade"
"13814",31812,20,"Manufacturing"
"13815",31813,47,"Transportation & Public Utilities"
"13816",31814,35,"Manufacturing"
"13817",31815,NA,NA
"13818",31816,NA,NA
"13819",31819,NA,NA
"13820",31820,NA,NA
"13821",31821,64,"Finance, Insurance, Real Estate"
"13822",31823,NA,NA
"13823",31825,NA,NA
"13824",31826,33,"Manufacturing"
"13825",31829,NA,NA
"13826",31831,28,"Manufacturing"
"13827",31837,NA,NA
"13828",31838,NA,NA
"13829",31839,60,"Finance, Insurance, Real Estate"
"13830",31840,NA,NA
"13831",31841,NA,NA
"13832",31843,36,"Manufacturing"
"13833",31844,73,"Services"
"13834",31845,13,"Mining"
"13835",31846,58,"Retail Trade"
"13836",31847,63,"Finance, Insurance, Real Estate"
"13837",31848,28,"Manufacturing"
"13838",31849,59,"Retail Trade"
"13839",31850,73,"Services"
"13840",31851,36,"Manufacturing"
"13841",31853,73,"Services"
"13842",31854,35,"Manufacturing"
"13843",31857,35,"Manufacturing"
"13844",31858,67,"Finance, Insurance, Real Estate"
"13845",31879,24,"Manufacturing"
"13846",31880,82,"Services"
"13847",31881,35,"Manufacturing"
"13848",31882,48,"Transportation & Public Utilities"
"13849",31884,NA,NA
"13850",31885,NA,NA
"13851",31886,NA,NA
"13852",31887,38,"Manufacturing"
"13853",31888,36,"Manufacturing"
"13854",31889,NA,NA
"13855",31890,NA,NA
"13856",31891,NA,NA
"13857",31892,NA,NA
"13858",31894,NA,NA
"13859",31895,NA,NA
"13860",31914,NA,NA
"13861",31942,28,"Manufacturing"
"13862",31950,NA,NA
"13863",31954,NA,NA
"13864",31958,67,"Finance, Insurance, Real Estate"
"13865",31966,67,"Finance, Insurance, Real Estate"
"13866",31982,NA,NA
"13867",31986,NA,NA
"13868",31994,67,"Finance, Insurance, Real Estate"
"13869",31998,NA,NA
"13870",32006,NA,NA
"13871",32010,NA,NA
"13872",32014,NA,NA
"13873",32018,28,"Manufacturing"
"13874",32030,NA,NA
"13875",32038,NA,NA
"13876",32042,99,"Public Administration"
"13877",32046,NA,NA
"13878",32050,NA,NA
"13879",32066,NA,NA
"13880",32069,NA,NA
"13881",32070,NA,NA
"13882",32074,NA,NA
"13883",32078,NA,NA
"13884",32086,NA,NA
"13885",32090,99,"Public Administration"
"13886",32098,99,"Public Administration"
"13887",32102,NA,NA
"13888",32106,NA,NA
"13889",32130,NA,NA
"13890",32146,99,"Public Administration"
"13891",32150,NA,NA
"13892",32154,NA,NA
"13893",32183,NA,NA
"13894",32184,NA,NA
"13895",32187,NA,NA
"13896",32188,NA,NA
"13897",32192,NA,NA
"13898",32193,28,"Manufacturing"
"13899",32194,NA,NA
"13900",32197,NA,NA
"13901",32198,NA,NA
"13902",32199,NA,NA
"13903",32200,NA,NA
"13904",32201,NA,NA
"13905",32202,NA,NA
"13906",32203,NA,NA
"13907",32204,NA,NA
"13908",32205,NA,NA
"13909",32210,NA,NA
"13910",32211,NA,NA
"13911",32213,NA,NA
"13912",32215,NA,NA
"13913",32218,99,"Public Administration"
"13914",32219,28,"Manufacturing"
"13915",32228,99,"Public Administration"
"13916",32229,NA,NA
"13917",32233,NA,NA
"13918",32234,NA,NA
"13919",32235,NA,NA
"13920",32236,NA,NA
"13921",32238,60,"Finance, Insurance, Real Estate"
"13922",32239,NA,NA
"13923",32244,NA,NA
"13924",32245,NA,NA
"13925",32246,NA,NA
"13926",32247,NA,NA
"13927",32250,NA,NA
"13928",32253,60,"Finance, Insurance, Real Estate"
"13929",32254,28,"Manufacturing"
"13930",32255,28,"Manufacturing"
"13931",32261,NA,NA
"13932",32263,NA,NA
"13933",32264,NA,NA
"13934",32265,NA,NA
"13935",32266,NA,NA
"13936",32267,NA,NA
"13937",32269,38,"Manufacturing"
"13938",32270,NA,NA
"13939",32271,NA,NA
"13940",32273,67,"Finance, Insurance, Real Estate"
"13941",32280,59,"Retail Trade"
"13942",32283,61,"Finance, Insurance, Real Estate"
"13943",32285,NA,NA
"13944",32286,NA,NA
"13945",32287,NA,NA
"13946",32294,32,"Manufacturing"
"13947",32295,NA,NA
"13948",32298,28,"Manufacturing"
"13949",32303,NA,NA
"13950",32304,NA,NA
"13951",32305,73,"Services"
"13952",32315,20,"Manufacturing"
"13953",32316,NA,NA
"13954",32321,NA,NA
"13955",32322,78,"Services"
"13956",32323,NA,NA
"13957",32332,73,"Services"
"13958",32334,28,"Manufacturing"
"13959",32342,39,"Manufacturing"
"13960",32343,NA,NA
"13961",32344,NA,NA
"13962",32345,NA,NA
"13963",32347,28,"Manufacturing"
"13964",32348,28,"Manufacturing"
"13965",32349,NA,NA
"13966",32350,60,"Finance, Insurance, Real Estate"
"13967",32351,NA,NA
"13968",32352,36,"Manufacturing"
"13969",32355,99,"Public Administration"
"13970",32356,28,"Manufacturing"
"13971",32357,NA,NA
"13972",32362,NA,NA
"13973",32364,99,"Public Administration"
"13974",32365,NA,NA
"13975",32366,59,"Retail Trade"
"13976",32370,NA,NA
"13977",32371,NA,NA
"13978",32372,NA,NA
"13979",32373,NA,NA
"13980",32378,28,"Manufacturing"
"13981",32380,38,"Manufacturing"
"13982",32381,28,"Manufacturing"
"13983",32382,36,"Manufacturing"
"13984",32383,28,"Manufacturing"
"13985",32384,NA,NA
"13986",32385,NA,NA
"13987",32386,NA,NA
"13988",32387,NA,NA
"13989",32390,NA,NA
"13990",32391,NA,NA
"13991",32392,NA,NA
"13992",32393,NA,NA
"13993",32394,NA,NA
"13994",32395,28,"Manufacturing"
"13995",32396,38,"Manufacturing"
"13996",32406,NA,NA
"13997",32407,NA,NA
"13998",32413,46,"Transportation & Public Utilities"
"13999",32414,NA,NA
"14000",32415,NA,NA
"14001",32416,NA,NA
"14002",32417,NA,NA
"14003",32418,NA,NA
"14004",32419,49,"Transportation & Public Utilities"
"14005",32420,NA,NA
"14006",32428,NA,NA
"14007",32429,NA,NA
"14008",32430,NA,NA
"14009",32441,NA,NA
"14010",32442,NA,NA
"14011",32443,NA,NA
"14012",32446,NA,NA
"14013",32449,NA,NA
"14014",32450,NA,NA
"14015",32451,28,"Manufacturing"
"14016",32452,99,"Public Administration"
"14017",32453,61,"Finance, Insurance, Real Estate"
"14018",32454,NA,NA
"14019",32455,NA,NA
"14020",32456,NA,NA
"14021",32457,NA,NA
"14022",32458,NA,NA
"14023",32459,28,"Manufacturing"
"14024",32461,NA,NA
"14025",32462,NA,NA
"14026",32463,NA,NA
"14027",32464,NA,NA
"14028",32465,NA,NA
"14029",32469,NA,NA
"14030",32478,NA,NA
"14031",32479,NA,NA
"14032",32480,NA,NA
"14033",32481,NA,NA
"14034",32482,NA,NA
"14035",32483,99,"Public Administration"
"14036",32486,NA,NA
"14037",32491,NA,NA
"14038",32494,NA,NA
"14039",32495,NA,NA
"14040",32496,NA,NA
"14041",32497,NA,NA
"14042",32498,NA,NA
"14043",32500,NA,NA
"14044",32501,NA,NA
"14045",32502,NA,NA
"14046",32503,NA,NA
"14047",32505,NA,NA
"14048",32519,60,"Finance, Insurance, Real Estate"
"14049",32520,NA,NA
"14050",32524,NA,NA
"14051",32525,28,"Manufacturing"
"14052",32526,NA,NA
"14053",32527,NA,NA
"14054",32528,39,"Manufacturing"
"14055",32529,28,"Manufacturing"
"14056",32530,73,"Services"
"14057",32533,NA,NA
"14058",32534,NA,NA
"14059",32535,NA,NA
"14060",32536,NA,NA
"14061",32537,NA,NA
"14062",32541,73,"Services"
"14063",32542,NA,NA
"14064",32543,NA,NA
"14065",32545,82,"Services"
"14066",32546,NA,NA
"14067",32547,10,"Mining"
"14068",32548,NA,NA
"14069",32549,NA,NA
"14070",32550,NA,NA
"14071",32551,NA,NA
"14072",32554,NA,NA
"14073",32555,NA,NA
"14074",32556,NA,NA
"14075",32557,NA,NA
"14076",32558,NA,NA
"14077",32560,38,"Manufacturing"
"14078",32561,99,"Public Administration"
"14079",32563,99,"Public Administration"
"14080",32564,10,"Mining"
"14081",32565,NA,NA
"14082",32566,NA,NA
"14083",32567,NA,NA
"14084",32568,NA,NA
"14085",32569,NA,NA
"14086",32570,NA,NA
"14087",32571,NA,NA
"14088",32574,NA,NA
"14089",32575,NA,NA
"14090",32576,NA,NA
"14091",32577,NA,NA
"14092",32580,67,"Finance, Insurance, Real Estate"
"14093",32582,NA,NA
"14094",32583,NA,NA
"14095",32584,NA,NA
"14096",32585,NA,NA
"14097",32586,NA,NA
"14098",32587,NA,NA
"14099",32588,NA,NA
"14100",32589,10,"Mining"
"14101",32592,NA,NA
"14102",32600,60,"Finance, Insurance, Real Estate"
"14103",32601,28,"Manufacturing"
"14104",32607,28,"Manufacturing"
"14105",32608,99,"Public Administration"
"14106",32609,NA,NA
"14107",32610,NA,NA
"14108",32615,82,"Services"
"14109",32616,NA,NA
"14110",32617,NA,NA
"14111",32619,60,"Finance, Insurance, Real Estate"
"14112",32625,73,"Services"
"14113",32626,NA,NA
"14114",32627,NA,NA
"14115",32628,NA,NA
"14116",32629,NA,NA
"14117",32630,NA,NA
"14118",32631,NA,NA
"14119",32632,NA,NA
"14120",32633,NA,NA
"14121",32638,NA,NA
"14122",32639,NA,NA
"14123",32640,28,"Manufacturing"
"14124",32641,73,"Services"
"14125",32647,NA,NA
"14126",32648,NA,NA
"14127",32649,NA,NA
"14128",32652,NA,NA
"14129",32653,NA,NA
"14130",32654,73,"Services"
"14131",32655,NA,NA
"14132",32656,NA,NA
"14133",32657,99,"Public Administration"
"14134",32658,NA,NA
"14135",32659,NA,NA
"14136",32660,NA,NA
"14137",32661,NA,NA
"14138",32665,60,"Finance, Insurance, Real Estate"
"14139",32668,NA,NA
"14140",32669,NA,NA
"14141",32670,NA,NA
"14142",32671,NA,NA
"14143",32674,28,"Manufacturing"
"14144",32675,NA,NA
"14145",32676,NA,NA
"14146",32677,73,"Services"
"14147",32679,NA,NA
"14148",32680,NA,NA
"14149",32681,NA,NA
"14150",32682,NA,NA
"14151",32685,NA,NA
"14152",32688,NA,NA
"14153",32689,NA,NA
"14154",32690,NA,NA
"14155",32692,NA,NA
"14156",32693,NA,NA
"14157",32694,NA,NA
"14158",32698,60,"Finance, Insurance, Real Estate"
"14159",32699,NA,NA
"14160",32700,NA,NA
"14161",32701,NA,NA
"14162",32702,NA,NA
"14163",32703,NA,NA
"14164",32704,NA,NA
"14165",32705,NA,NA
"14166",32715,NA,NA
"14167",32720,NA,NA
"14168",32721,NA,NA
"14169",32724,NA,NA
"14170",32725,NA,NA
"14171",32731,NA,NA
"14172",32736,99,"Public Administration"
"14173",32741,73,"Services"
"14174",32742,NA,NA
"14175",32743,NA,NA
"14176",32744,NA,NA
"14177",32746,15,"Construction"
"14178",32747,NA,NA
"14179",32748,NA,NA
"14180",32749,28,"Manufacturing"
"14181",32750,61,"Finance, Insurance, Real Estate"
"14182",32751,67,"Finance, Insurance, Real Estate"
"14183",32755,NA,NA
"14184",32756,NA,NA
"14185",32759,NA,NA
"14186",32763,60,"Finance, Insurance, Real Estate"
"14187",32764,NA,NA
"14188",32765,NA,NA
"14189",32766,NA,NA
"14190",32767,NA,NA
"14191",32771,NA,NA
"14192",32772,NA,NA
"14193",32775,28,"Manufacturing"
"14194",32776,NA,NA
"14195",32777,NA,NA
"14196",32779,NA,NA
"14197",32780,NA,NA
"14198",32781,NA,NA
"14199",32786,NA,NA
"14200",32792,38,"Manufacturing"
"14201",32795,28,"Manufacturing"
"14202",32796,99,"Public Administration"
"14203",32799,14,"Mining"
"14204",32800,NA,NA
"14205",32804,NA,NA
"14206",32805,NA,NA
"14207",32809,NA,NA
"14208",32813,NA,NA
"14209",32819,39,"Manufacturing"
"14210",32820,NA,NA
"14211",32821,NA,NA
"14212",32822,10,"Mining"
"14213",32824,61,"Finance, Insurance, Real Estate"
"14214",32838,NA,NA
"14215",32843,NA,NA
"14216",32844,NA,NA
"14217",32845,NA,NA
"14218",32846,28,"Manufacturing"
"14219",32851,35,"Manufacturing"
"14220",32852,80,"Services"
"14221",32855,NA,NA
"14222",32857,NA,NA
"14223",32858,28,"Manufacturing"
"14224",32860,80,"Services"
"14225",32861,28,"Manufacturing"
"14226",32864,NA,NA
"14227",32867,NA,NA
"14228",32868,NA,NA
"14229",32869,NA,NA
"14230",32871,67,"Finance, Insurance, Real Estate"
"14231",32872,28,"Manufacturing"
"14232",32875,99,"Public Administration"
"14233",32876,99,"Public Administration"
"14234",32878,73,"Services"
"14235",32879,NA,NA
"14236",32881,NA,NA
"14237",32882,NA,NA
"14238",32883,NA,NA
"14239",32884,73,"Services"
"14240",32885,NA,NA
"14241",32886,NA,NA
"14242",32888,NA,NA
"14243",32889,28,"Manufacturing"
"14244",32890,NA,NA
"14245",32891,NA,NA
"14246",32892,NA,NA
"14247",32893,NA,NA
"14248",32894,28,"Manufacturing"
"14249",32895,28,"Manufacturing"
"14250",32897,28,"Manufacturing"
"14251",32898,99,"Public Administration"
"14252",32899,28,"Manufacturing"
"14253",32901,28,"Manufacturing"
"14254",32903,NA,NA
"14255",32908,NA,NA
"14256",32909,NA,NA
"14257",32912,61,"Finance, Insurance, Real Estate"
"14258",32918,NA,NA
"14259",32919,28,"Manufacturing"
"14260",32922,NA,NA
"14261",32924,NA,NA
"14262",32927,NA,NA
"14263",32928,NA,NA
"14264",32929,NA,NA
"14265",32930,NA,NA
"14266",32934,NA,NA
"14267",32935,73,"Services"
"14268",32936,38,"Manufacturing"
"14269",32937,NA,NA
"14270",32938,35,"Manufacturing"
"14271",32939,NA,NA
